"pmid","article_title","journal_issue_id"
"26853","[Cellulase formation by soil yeasts of the genus Trichosporon and by microscopic fungi].",11765
"26854","[Effect of neutral and weakly akaline pH values on the growth kinetics and physiological characteristics of a chemostat culture of Candida utilis yeasts].",11765
"26855","[Cultivation of feed yeasts on media with carbohydrates].",11765
"26858","Purulent meningitis in childhood.",11766
"26859","Hydrallazine and prazosin.",11767
"26856","[Origin of adifferentiated variants of Streptomyces roseoflavus in submerged culture].",11765
"26857","[Effectiveness of strains of clover nodule bacteria adapted to the acid reaction of the soil].",11765
"26860","Type-III allergic reactivity to Diplococcus pneumoniae and encapsulated Haemophilus influenzae in passively sensitized mice and rats.",11768
"26861","Regional variations in alpha adrenergic receptor interactions of [3H]-dihydroergokryptine in calf brain: implications for a two-site model of alpha receptor function.",11769
"26862","Preferential inhibition of terminal deoxynucleotidyltransferase activity among deoxyribonucleic acid polymerase activities of leukemic and normal cells by geldanamycin, streptoval C, streptovarone, and dapmavarone.",11769
"26863","Isoenzymes of human liver alpha-L-fucosidase: chemical relationship, kinetic studies, and immunochemical characterization.",11770
"26864","Collagenolytic activities in methylcholanthrene-induced fibrosarcomas in mice.",11770
"26866","[On the pharmacological treatment of acute spasmodic laryngitis (Pseudo-Croup) (author's transl)].",11771
"26865","[Electrical conductivity of isoionic DNA solutions].",11772
"26867","[Atrial tachycardia with atrio-ventricular block in infancy and childhood (author's transl)].",11771
"26870","[Treatment of hypertension with a combination of pyridopyridazine derivative with a beta-receptor blocker. Studies on the hemodynamic course (author's transl)].",11773
"26868","Abnormal liver scan in periarteritis nodosa.",11774
"26869","Chronic pain exacerbated by long-term narcotic use in patients with nonmalignant disease: clinical syndrome and treatment.",11774
"26871","[Cardiac neurosis in everyday general medical practice (author's transl)].",11775
"26872","Variable content of histaminase, L-dopa decarboxylase and calcitonin in small-cell carcinoma of the lung. Biologic and clinical implications.",11776
"26873","Zollinger-Ellison syndrome with multiple endocrine adenomatosis type II.",11776
"26874","Dietary constituents and nitrosamine formation in human saliva.",11777
"26875","Neurobiology at Heidelberg.",11778
"26876","Mechanism of action of NH4Cl and other weak bases in the activation of sea urchin eggs.",11779
"26877","P nuclear magnetic resonance studies of isolated rat liver cells.",11779
"26878","Current problems in the control of mosquitoes.",11780
"26879","Is somatostatin an excitatory transmitter in the hippocampus?",11780
"26880","Transmitter output increases in an identifiable lobster motoneurone with growth of its muscle fibres.",11780
"26881","High viscosity vesicles of yeast separated at pH 4 have surface glycoprotein.",11780
"26882","Specific insulin binding site on T and B lymphocytes as a marker of cell activation.",11781
"26883","Inhibition of prolactin secretion by histidyl-proline-diketopiperazine.",11782
"26884","Tricyclic antidepressants block histamine H1 receptors of mouse neuroblastoma cells.",11782
"26885","NH4Cl and other weak bases in the activation of sea urchin eggs.",11782
"26886","The mutagenicity of hexavalent chromium is decreased by microsomal metabolism.",11783
"26887","Characterization of alpha- and beta-adrenergic receptors linked to human platelet adenylate cyclase.",11784
"26888","[Value of brain metabolic studies in post-traumatic coma].",11785
"26889","Angiotensin in the brain.",11786
"26890","[Preliminary clinical considerations on the use of Roipnol in general anesthesia according to surgical specialty].",11787
"26891","[Alkaline urine in the aged].",11788
"26892","[Impact of stress on sugar metabolism].",11789
"26893","[Hemodynamic effects of antihypertensive drugs].",11790
"26894","[Pharmacological and clinical problems in secondary disorders of hemostasis].",11790
"26895","Urinary sulfate excretion in children with classic renal tubular acidosis.",11791
"26896","Hydrogen ion production secondary to metabolism of sulfur-amino acids and organic acids.",11791
"26897","Burnout: the professional hazard you face in nursing.",11792
"26898","How you can improve the effectiveness of psychotropic drug therapy.",11792
"26899","The effect of atropine on the lower esophageal sphincter in late pregnancy.",11793
"26900","Deceleration/contraction ratios as an index of fetal health during labor.",11794
"26901","gamma-Glutamyl transpeptidase activity in sheep serum: normal values and an evaluation of its potential for detecting liver involvement in experimental lupinosis.",11795
"26902","The metabolic profile of adult Fasciola hepatica obtained from rafoxanide-treated sheep.",11796
"26904","The American Pediatric Society and the Society for Pediatric Research: combined program and abstracts (the new york hilton at rockefeller center) New York April 26-28, 1978.",11797
"26905","Polyarteritis and streptococcal infection.",11798
"26903","[Role of gamma-glutamyl-transpeptidase in the course of viral hepatitis: its comparison with other indices of hepatic function. II].",11799
"26906","[Do certain urinary antiseptic agents have a psychoanaleptic action?].",11800
"26907","[Periarteritis nodosa discovered in the course of hepatitis with HBs antigen associated with an orchitis].",11801
"26909","[Epilepsies].",11802
"26908","A basis for migraine therapy- the autonomic theory reappraised.",11803
"26910","[Changes in the urinary excretion of gamma-glutamyltranspeptidase, leucine aminopeptidas and alkaline phosphatase in the combined action of ethylene glycol and high temperature].",11804
"26912","Mode of action of colicin Ia: effect of colicin on the Escherichia coli proton electrochemical gradient.",11805
"26911","Graft-versus-host gland may evoke autoimmune thyroiditis.",11806
"26913","Proposed temperature-dependent conformational transition in D-amino acid oxidase: a differential scanning microcalorimetric study.",11805
"26914","Elimination of cooperativity in aspartate transcarbamylase by nitration of a single tyrosine residue.",11805
"26915","Heat-stable enterotoxin of Escherichia coli: in vitro effects on guanylate cyclase activity, cyclic GMP concentration, and ion transport in small intestine.",11805
"26916","Hemopoietic stem cell transplantation using mouse bone marrow and spleen cells fractionated by lectins.",11805
"26917","Beneficial and detrimental actions of histamine H1- and H2-receptor antagonists in circulatory shock.",11805
"26918","Biochemical and immunochemical study of lysyl oxidase in experimental hepatic fibrosis in the rat.",11805
"26919","Ontogenetic appearance and disappearance of tyrosine hydroxylase and catecholamines in the rat embryo.",11805
"26920","Conformational requirements for vascular alpha-adrenergic activity.",11807
"26921","Mutagenic properties of nitrosated spermidine.",11807
"26922","Oncotic and oxygen transport effects of hemoglobin solutions.",11808
"26923","Oxygen equilibrium and structural studies of amidinated human hemoglobin.",11808
"26924","Perfluorodecalin as a red cell substitute.",11808
"26925","Bacteriorhodopsin: lipid environment and conformational changes.",11809
"26926","Proteins containing reductively aminated disaccharides: chemical and immunochemical characterization.",11810
"26927","On the evolution of myoglobin.",11811
"26928","Differential effect of paradoxical sleep deprivation on acquisition and retrieval of conditioned taste aversion in rats.",11812
"26929","Attempts to characterise and isolate aggression reducing olfactory signals from the urine of female mice Mus musculus L.",11812
"26930","Cognitive behavior modification: a step in the wrong direction?",11813
"26931","Fear-reduction research and clinical phobias.",11813
"26932","Predicting success in a physician-extender training program.",11814
"26933","Intruder-evoked aggression in isolated and nonisolated mice: effects of psychomotor stimulants and L-dopa.",11815
"26934","Imagery vividness affects habituation rate.",11816
"26935","Traumatic splinting for the pedodontic patient: the use of adhesive resin systems.",11817
"26936","Traumatic injuries to the succedaneous teeth of children.",11818
"26938","[Takayasu syndrome: clinical and therapeutical comments apropos of 2 cases].",11819
"26937","[Traumatic dental injuries in children].",11820
"26940","[Pharmacological inhibition of gastric secretion and treatment of peptic ulcer].",11821
"26939","[Respiratory acidosis].",11822
"26941","[Studies on segregation of dental gold brazing alloys (author's transl)].",11823
"26942","Effect of thoracentesis on arterial oxygen tension.",11824
"26943","Mean whole body intracellular pH in unanesthetized dogs: a revised method.",11825
"26944","The influence of low, normal and high Pa(O2) on the respiratory effects of Pa(CO2) oscillations in anaesthetised cats.",11825
"26945","Respiratory characteristics of opossum (Didelphis virginiana) blood during chronic anemia.",11825
"26946","Oxygen transport in chicken embryos under hypothermal exposure.",11825
"26947","Comparison of efflux rates of hydrogen and lactate ions from isolated muscles in vitro.",11825
"26948","[Atherosclerosis risk factors in children].",11826
"26949","[Somatostatin and inhibition of gastric acid secretion].",11826
"26950","[Hematological implications of prostaglandins].",11826
"26951","[Discontinuous antibiotic therapy in subacute bacterial endocarditis. Comparative study of 42 cases].",11826
"26952","[Evaluation of left ventricular function in hypertensive patients by determination of systolic time (ST)].",11826
"26953","[Exercise stress test in patients with ischemic heart disease].",11826
"26954","[Immunofluorescence in the study of bacteriuria].",11826
"26955","[Antibiotic therapy of Pseudomonas aeruginosa infections: possibilities and limitations].",11826
"26956","[Radioimmunological determination of serum gastrin in chronic digestive diseases with painful epigastric symptoms].",11826
"26958","[The cryofibrinogenemia test in endemic nephropathy].",11826
"26957","[Simple method of establishing the dosage of antibiotics in chronic renal insufficiency].",11826
